node_id,name,degree,degree_centrality,closeness,betweenness,pagerank
Black_Rider_(character),Black Rider (character),4,0.014492753623188406,0.3493670886075949,0.0006009171862949991,0.0008457632538550275
Fin_Fang_Foom,Fin Fang Foom,7,0.025362318840579712,0.368,0.0005891989408510868,0.0015660299410395267
Phil_Urich,Phil Urich,5,0.018115942028985508,0.3190751445086705,0.0005476293991195087,0.004916295369974712
Spider-Man_Noir,Spider-Man Noir,9,0.03260869565217391,0.39655172413793105,0.0005437396552979368,0.008999775688529974
Citizen_V,Citizen V,3,0.010869565217391304,0.323943661971831,0.0005066107949604889,0.0013945549363021822
Crane_Mother,Crane Mother,3,0.010869565217391304,0.35984354628422427,0.0005016132288081175,0.0009906671099682782
Dusk_(comics),Dusk (comics),6,0.021739130434782608,0.3817427385892116,0.000498735479780636,0.0011650335545768222
Yelena_Belova,Yelena Belova,7,0.025362318840579712,0.360313315926893,0.0004925769791059395,0.0021841571311393294
Fandral,Fandral,2,0.007246376811594203,0.3462986198243413,0.000484853011092319,0.0014166103624533963
Satana_(Marvel_Comics),Satana (Marvel Comics),10,0.036231884057971016,0.4125560538116592,0.00048134894249588997,0.0029616421893600454
Raza_Longknife,Raza Longknife,5,0.018115942028985508,0.34892541087231355,0.00047890647627815924,0.0014558081148099596
Xorn,Xorn,9,0.03260869565217391,0.423963133640553,0.00047559512762830814,0.0029432749834502107
Jack_Monroe_(character),Jack Monroe (character),4,0.014492753623188406,0.32857142857142857,0.00046939056401231805,0.0017612098212628764
Hornet_(comics),Hornet (comics),6,0.021739130434782608,0.359375,0.00046031670724490067,0.0015567762177200795
Marvel_Boy_(Robert_Grayson),Marvel Boy (Robert Grayson),3,0.010869565217391304,0.31363636363636366,0.00041504774416309067,0.004824733791217967
Debrii,Debrii,5,0.018115942028985508,0.3445692883895131,0.00038261849974567094,0.0006620453393095178
