node_id,giant_after,giant_fraction_remaining,component_count_after,nodes_outside_giant,fragmentation_score,name,degree,betweenness,closeness,pagerank,null_betweenness_mean,null_betweenness_sd,betweenness_z,betweenness_rank,fragmentation_rank
Shang-Chi,275,0.9963768115942029,2,1,0.0036101083032490976,Shang-Chi,18,0.012160648592646464,0.44301765650080255,0.006328825190586594,0.008962204421288004,0.0031250320880082897,1.0234916254562234,34,11
Turbo_(comics),275,0.9963768115942029,2,1,0.0036101083032490976,Turbo (comics),5,0.007513454854109664,0.32857142857142857,0.002735973526355806,0.0009215853810005846,0.001673413347746508,3.9391758658946885,55,12
War_Machine,275,0.9963768115942029,2,1,0.0036101083032490976,War Machine,16,0.013558834863767267,0.39598278335724535,0.004478158666768219,0.007347320697295077,0.0034136694780140366,1.8196003469222362,29,13
Abomination_(character),276,1.0,1,0,0.0,Abomination (character),9,0.0012310252687907117,0.4226646248085758,0.005274026936912558,0.0023174857005550716,0.0017476144160987858,-0.6216820036250758,148,14
Adam_Warlock,276,1.0,1,0,0.0,Adam Warlock,25,0.01854582759474331,0.467005076142132,0.004040626193420012,0.016355941260305713,0.004416502708820176,0.4958417279047936,21,15
Agent_X_(Marvel_Comics),276,1.0,1,0,0.0,Agent X (Marvel Comics),5,0.00020985731760318597,0.35475578406169667,0.0021076255505553137,0.0009727944827833257,0.0015273958293826888,-0.49950193034669205,200,16
Ajak,276,1.0,1,0,0.0,Ajak,4,0.002243876243716487,0.3281807372175981,0.0011420713093387989,0.000569591258924161,0.0011856012869089444,1.4121821587740173,115,17
Alex_Wilder,276,1.0,1,0,0.0,Alex Wilder,2,0.0,0.32432432432432434,0.0006964819404760608,0.00021861742692021923,0.0010436780090031725,-0.20946826993990508,242,18
Doctor_Spectrum,276,1.0,1,0,0.0,Alice Nugent,7,0.0007099054453251095,0.38333333333333336,0.0013628307491989665,0.0015154048271968153,0.0016584818470540747,-0.4856847744836622,161,19
Anole_(character),276,1.0,1,0,0.0,Anole (character),8,0.000293627059980062,0.3561290322580645,0.0016079357735196771,0.002208039257983166,0.0023233412504178406,-0.8239909645898151,193,20
Anya_Corazon,276,1.0,1,0,0.0,Anya Corazon,16,0.005810076769810651,0.4017467248908297,0.0042972308730814006,0.0076449327612759625,0.0032523798037482794,-0.5641579711418359,65,21
Arabian_Knight_(character),276,1.0,1,0,0.0,Arabian Knight (character),10,0.0030469047334393687,0.3898305084745763,0.001296643631662772,0.0030890765330651034,0.002267131433742467,-0.018601391607949075,98,22
Ares_(Marvel_Comics),276,1.0,1,0,0.0,Ares (Marvel Comics),9,0.0029673695157766467,0.36947791164658633,0.0028185396934353756,0.002564494593029008,0.0020310580450443607,0.19835716843771423,101,23
Balder_the_Brave,276,1.0,1,0,0.0,Balder the Brave,3,0.00018927388283352013,0.32432432432432434,0.002086333747734964,0.0002490116203568535,0.000735767584779307,-0.08119104287701348,202,24
